country_code,country,year,indicator_name,indicator_variable,value
JPN,Japan,2010,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.102
JPN,Japan,2011,GDP growth (annual %),gdp_growth,-0.20035785332982
JPN,Japan,2011,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.55
JPN,Japan,2012,GDP growth (annual %),gdp_growth,1.64893452981225
JPN,Japan,2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.358
JPN,Japan,2013,GDP growth (annual %),gdp_growth,1.99727653399265
JPN,Japan,2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.038
JPN,Japan,2014,GDP growth (annual %),gdp_growth,0.905915486065865
JPN,Japan,2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.589
JPN,Japan,2015,GDP growth (annual %),gdp_growth,1.79997735783475
JPN,Japan,2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.385
JPN,Japan,2016,GDP growth (annual %),gdp_growth,0.704986495111257
JPN,Japan,2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.132
JPN,Japan,2017,GDP growth (annual %),gdp_growth,1.62345062245441
JPN,Japan,2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.822
JPN,Japan,2018,GDP growth (annual %),gdp_growth,0.834143845965585
JPN,Japan,2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.467
JPN,Japan,2019,GDP growth (annual %),gdp_growth,-0.308496921143259
JPN,Japan,2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.351
JPN,Japan,2020,GDP growth (annual %),gdp_growth,-4.28327942675573
JPN,Japan,2020,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.809
JPN,Japan,2021,GDP growth (annual %),gdp_growth,3.56419531474475
JPN,Japan,2021,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.808
JPN,Japan,2022,GDP growth (annual %),gdp_growth,1.33164750653741
JPN,Japan,2022,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.614
JPN,Japan,2023,GDP growth (annual %),gdp_growth,0.720785304749811
JPN,Japan,2023,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.6
JPN,Japan,2024,GDP growth (annual %),gdp_growth,-0.240084236041696
JPN,Japan,2024,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.5
KOR,"Korea, Rep.",2010,GDP growth (annual %),gdp_growth,6.98166138853071
KOR,"Korea, Rep.",2010,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.324
KOR,"Korea, Rep.",2011,GDP growth (annual %),gdp_growth,3.6880320602952
KOR,"Korea, Rep.",2011,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.992
KOR,"Korea, Rep.",2012,GDP growth (annual %),gdp_growth,2.54766550568242
KOR,"Korea, Rep.",2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.812
KOR,"Korea, Rep.",2013,GDP growth (annual %),gdp_growth,3.2913959543442
KOR,"Korea, Rep.",2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.067
KOR,"Korea, Rep.",2014,GDP growth (annual %),gdp_growth,3.21468019683108
KOR,"Korea, Rep.",2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.082
KOR,"Korea, Rep.",2015,GDP growth (annual %),gdp_growth,2.92029267301234
KOR,"Korea, Rep.",2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.546
KOR,"Korea, Rep.",2016,GDP growth (annual %),gdp_growth,3.17152748983935
KOR,"Korea, Rep.",2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.65
KOR,"Korea, Rep.",2017,GDP growth (annual %),gdp_growth,3.433191763972
KOR,"Korea, Rep.",2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.653
KOR,"Korea, Rep.",2018,GDP growth (annual %),gdp_growth,3.17611568177327
KOR,"Korea, Rep.",2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.824
KOR,"Korea, Rep.",2019,GDP growth (annual %),gdp_growth,2.31380210595475
KOR,"Korea, Rep.",2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.746
KOR,"Korea, Rep.",2020,GDP growth (annual %),gdp_growth,-0.700242317542106
KOR,"Korea, Rep.",2020,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.931
KOR,"Korea, Rep.",2021,GDP growth (annual %),gdp_growth,4.61296795454287
KOR,"Korea, Rep.",2021,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.639
KOR,"Korea, Rep.",2022,GDP growth (annual %),gdp_growth,2.72756456708991
KOR,"Korea, Rep.",2022,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.857
KOR,"Korea, Rep.",2023,GDP growth (annual %),gdp_growth,1.58301467403629
KOR,"Korea, Rep.",2023,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.675
KOR,"Korea, Rep.",2024,GDP growth (annual %),gdp_growth,2.00361101838986
KOR,"Korea, Rep.",2024,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.784
MEX,Mexico,2010,GDP growth (annual %),gdp_growth,4.9713345832195
MEX,Mexico,2010,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.303
MEX,Mexico,2011,GDP growth (annual %),gdp_growth,3.44404505297089
MEX,Mexico,2011,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.175
MEX,Mexico,2012,GDP growth (annual %),gdp_growth,3.55321076010608
MEX,Mexico,2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.892
MEX,Mexico,2013,GDP growth (annual %),gdp_growth,0.852101550164704
MEX,Mexico,2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.921
MEX,Mexico,2014,GDP growth (annual %),gdp_growth,2.50376350783593
MEX,Mexico,2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.819
MEX,Mexico,2015,GDP growth (annual %),gdp_growth,2.70232343024026
MEX,Mexico,2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.311
MEX,Mexico,2016,GDP growth (annual %),gdp_growth,1.7724932254128
MEX,Mexico,2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.853
MEX,Mexico,2017,GDP growth (annual %),gdp_growth,1.87172854648381
MEX,Mexico,2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.419
MEX,Mexico,2018,GDP growth (annual %),gdp_growth,1.97208211101069
MEX,Mexico,2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.275
MEX,Mexico,2019,GDP growth (annual %),gdp_growth,-0.392690513290532
MEX,Mexico,2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.477
MEX,Mexico,2020,GDP growth (annual %),gdp_growth,-8.35403459379062
MEX,Mexico,2020,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.44
MEX,Mexico,2021,GDP growth (annual %),gdp_growth,6.04848347173572
MEX,Mexico,2021,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.019
MEX,Mexico,2022,GDP growth (annual %),gdp_growth,3.70975708309098
MEX,Mexico,2022,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.256
MEX,Mexico,2023,GDP growth (annual %),gdp_growth,3.1067964131456
MEX,Mexico,2023,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.765
MEX,Mexico,2024,GDP growth (annual %),gdp_growth,1.35057631384696
MEX,Mexico,2024,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.678
RUS,Russian Federation,2010,GDP growth (annual %),gdp_growth,4.49999999920672
RUS,Russian Federation,2010,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,7.407
RUS,Russian Federation,2011,GDP growth (annual %),gdp_growth,4.30002918604238
RUS,Russian Federation,2011,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,6.571
RUS,Russian Federation,2012,GDP growth (annual %),gdp_growth,4.0240861571798
RUS,Russian Federation,2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.484
RUS,Russian Federation,2013,GDP growth (annual %),gdp_growth,1.75542214916291
RUS,Russian Federation,2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.513
RUS,Russian Federation,2014,GDP growth (annual %),gdp_growth,0.736267221403651
RUS,Russian Federation,2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.212
RUS,Russian Federation,2015,GDP growth (annual %),gdp_growth,-1.9727192264298
RUS,Russian Federation,2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.615
RUS,Russian Federation,2016,GDP growth (annual %),gdp_growth,0.193671130698817
RUS,Russian Federation,2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.591
RUS,Russian Federation,2017,GDP growth (annual %),gdp_growth,1.82670527549192
RUS,Russian Federation,2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.238
RUS,Russian Federation,2018,GDP growth (annual %),gdp_growth,2.80634082046656
RUS,Russian Federation,2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.871
RUS,Russian Federation,2019,GDP growth (annual %),gdp_growth,2.19807571381982
RUS,Russian Federation,2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.513
RUS,Russian Federation,2020,GDP growth (annual %),gdp_growth,-2.65365449695453
RUS,Russian Federation,2020,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.62
RUS,Russian Federation,2021,GDP growth (annual %),gdp_growth,5.866491772979
RUS,Russian Federation,2021,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.749
RUS,Russian Federation,2022,GDP growth (annual %),gdp_growth,-1.43537063467896
RUS,Russian Federation,2022,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.867
RUS,Russian Federation,2023,GDP growth (annual %),gdp_growth,4.06661395813023
RUS,Russian Federation,2023,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.076
RUS,Russian Federation,2024,GDP growth (annual %),gdp_growth,4.92167966203073
RUS,Russian Federation,2024,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,2.43
SAU,Saudi Arabia,2010,GDP growth (annual %),gdp_growth,5.0395150823517
SAU,Saudi Arabia,2010,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.55
SAU,Saudi Arabia,2011,GDP growth (annual %),gdp_growth,11.758820686671
SAU,Saudi Arabia,2011,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.77
SAU,Saudi Arabia,2012,GDP growth (annual %),gdp_growth,5.76157382270968
SAU,Saudi Arabia,2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.622
SAU,Saudi Arabia,2013,GDP growth (annual %),gdp_growth,2.94563789152025
SAU,Saudi Arabia,2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.6
SAU,Saudi Arabia,2014,GDP growth (annual %),gdp_growth,4.02467158380668
SAU,Saudi Arabia,2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.877
SAU,Saudi Arabia,2015,GDP growth (annual %),gdp_growth,4.65512316652699
SAU,Saudi Arabia,2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.6
SAU,Saudi Arabia,2016,GDP growth (annual %),gdp_growth,1.70404739202878
SAU,Saudi Arabia,2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.6
SAU,Saudi Arabia,2017,GDP growth (annual %),gdp_growth,1.18210705878283
SAU,Saudi Arabia,2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.89
SAU,Saudi Arabia,2018,GDP growth (annual %),gdp_growth,3.2269508901591
SAU,Saudi Arabia,2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,6.029
SAU,Saudi Arabia,2019,GDP growth (annual %),gdp_growth,1.65158925617395
SAU,Saudi Arabia,2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.636
SAU,Saudi Arabia,2020,GDP growth (annual %),gdp_growth,-3.80478901996312
SAU,Saudi Arabia,2020,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,7.66
SAU,Saudi Arabia,2021,GDP growth (annual %),gdp_growth,6.51959698325419
SAU,Saudi Arabia,2021,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,6.621
SAU,Saudi Arabia,2022,GDP growth (annual %),gdp_growth,12.0005874752929
SAU,Saudi Arabia,2022,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.589
SAU,Saudi Arabia,2023,GDP growth (annual %),gdp_growth,0.542592439393161
SAU,Saudi Arabia,2023,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.008
SAU,Saudi Arabia,2024,GDP growth (annual %),gdp_growth,2.64893068308965
SAU,Saudi Arabia,2024,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.518
TUR,Turkiye,2010,GDP growth (annual %),gdp_growth,8.54219848467686
TUR,Turkiye,2010,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,11.879
TUR,Turkiye,2011,GDP growth (annual %),gdp_growth,10.9799625273598
TUR,Turkiye,2011,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,9.789
TUR,Turkiye,2012,GDP growth (annual %),gdp_growth,4.80762696633448
TUR,Turkiye,2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,9.21
TUR,Turkiye,2013,GDP growth (annual %),gdp_growth,8.48825689298511
TUR,Turkiye,2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,9.713
TUR,Turkiye,2014,GDP growth (annual %),gdp_growth,4.60079447270559
TUR,Turkiye,2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,9.901
TUR,Turkiye,2015,GDP growth (annual %),gdp_growth,5.80557386628684
TUR,Turkiye,2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,10.304
TUR,Turkiye,2016,GDP growth (annual %),gdp_growth,3.32366508200445
TUR,Turkiye,2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,10.899
TUR,Turkiye,2017,GDP growth (annual %),gdp_growth,7.82585730002594
TUR,Turkiye,2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,10.919
TUR,Turkiye,2018,GDP growth (annual %),gdp_growth,3.46815306092219
TUR,Turkiye,2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,10.956
TUR,Turkiye,2019,GDP growth (annual %),gdp_growth,1.30162365464503
TUR,Turkiye,2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,13.73
TUR,Turkiye,2020,GDP growth (annual %),gdp_growth,1.80306247087255
TUR,Turkiye,2020,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,13.148
TUR,Turkiye,2021,GDP growth (annual %),gdp_growth,11.811094450607
TUR,Turkiye,2021,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,11.969
TUR,Turkiye,2022,GDP growth (annual %),gdp_growth,5.44122511322401
TUR,Turkiye,2022,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,10.465
TUR,Turkiye,2023,GDP growth (annual %),gdp_growth,5.04512369812289
TUR,Turkiye,2023,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,9.388
TUR,Turkiye,2024,GDP growth (annual %),gdp_growth,3.3276230893799
TUR,Turkiye,2024,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,8.8
USA,United States,2010,GDP growth (annual %),gdp_growth,2.69519258673525
USA,United States,2010,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,9.633
USA,United States,2011,GDP growth (annual %),gdp_growth,1.56440685205419
USA,United States,2011,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,8.949
USA,United States,2012,GDP growth (annual %),gdp_growth,2.28911339009767
USA,United States,2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,8.069
USA,United States,2013,GDP growth (annual %),gdp_growth,2.11783009443471
USA,United States,2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,7.375
USA,United States,2014,GDP growth (annual %),gdp_growth,2.52381981757846
USA,United States,2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,6.168
USA,United States,2015,GDP growth (annual %),gdp_growth,2.94555045227337
USA,United States,2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.28
USA,United States,2016,GDP growth (annual %),gdp_growth,1.81945147909089
USA,United States,2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.869
USA,United States,2017,GDP growth (annual %),gdp_growth,2.45762230126449
USA,United States,2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.355
USA,United States,2018,GDP growth (annual %),gdp_growth,2.96650506701943
USA,United States,2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.896
USA,United States,2019,GDP growth (annual %),gdp_growth,2.58382533052225
USA,United States,2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.669
USA,United States,2020,GDP growth (annual %),gdp_growth,-2.081375977796
USA,United States,2020,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,8.055
USA,United States,2021,GDP growth (annual %),gdp_growth,6.15202247867526
USA,United States,2021,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,5.349
USA,United States,2022,GDP growth (annual %),gdp_growth,2.52421385073222
USA,United States,2022,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.65
USA,United States,2023,GDP growth (annual %),gdp_growth,2.93436322440155
USA,United States,2023,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,3.638
USA,United States,2024,GDP growth (annual %),gdp_growth,2.79318715363841
USA,United States,2024,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,4.022
ZAF,South Africa,2010,GDP growth (annual %),gdp_growth,3.03973288127956
ZAF,South Africa,2010,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,24.683
ZAF,South Africa,2011,GDP growth (annual %),gdp_growth,3.16855627858818
ZAF,South Africa,2011,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,24.639
ZAF,South Africa,2012,GDP growth (annual %),gdp_growth,2.39623238465745
ZAF,South Africa,2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,24.727
ZAF,South Africa,2013,GDP growth (annual %),gdp_growth,2.48546800826588
ZAF,South Africa,2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,24.561
ZAF,South Africa,2014,GDP growth (annual %),gdp_growth,1.41382645223793
ZAF,South Africa,2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,24.89
ZAF,South Africa,2015,GDP growth (annual %),gdp_growth,1.32186223678229
ZAF,South Africa,2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,25.149
ZAF,South Africa,2016,GDP growth (annual %),gdp_growth,0.664552307858116
ZAF,South Africa,2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,26.536
ZAF,South Africa,2017,GDP growth (annual %),gdp_growth,1.15794695181735
ZAF,South Africa,2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,27.035
ZAF,South Africa,2018,GDP growth (annual %),gdp_growth,1.55678384721676
ZAF,South Africa,2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,26.906
ZAF,South Africa,2019,GDP growth (annual %),gdp_growth,0.25993557687633
ZAF,South Africa,2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,28.468
ZAF,South Africa,2020,GDP growth (annual %),gdp_growth,-6.1689177146757
ZAF,South Africa,2020,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,29.217
ZAF,South Africa,2021,GDP growth (annual %),gdp_growth,4.85864865060148
ZAF,South Africa,2021,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,34.007
ZAF,South Africa,2022,GDP growth (annual %),gdp_growth,2.05813661692193
ZAF,South Africa,2022,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,33.268
ZAF,South Africa,2023,GDP growth (annual %),gdp_growth,0.80610455095804
ZAF,South Africa,2023,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,32.098
ZAF,South Africa,2024,GDP growth (annual %),gdp_growth,0.534843531905139
ZAF,South Africa,2024,"Unemployment, total (% of total labor force) (modeled ILO estimate)",unemployment,32.279
